     SPEED            = 2.000000  Knots 
     BREADTH          = 50.000000
     FRICTIONAL COEFF.= 5.000000e-02
THE NUMBER OF FRAMES = 204
X_COOR(I)        Y(I)    Z_COOR(I)    X_NORM(I)    Y_NORM(I)    Z_NORM(I)     ALPHA(I)      BETA(I)     GAMMA(I)
94.500000, 0.575000, 6.800000, 0.479000, 0.530000, -0.700000, 42.083000, 52.875000, 55.644001
94.000000, 0.972000, 6.800000, 0.450000, 0.613000, -0.649000, 36.254002, 46.630001, 55.286999
93.500000, 1.316000, 6.800000, 0.417000, 0.629000, -0.656000, 33.585999, 46.236000, 57.543999
93.000000, 1.648000, 6.800000, 0.417000, 0.628000, -0.657000, 33.597000, 46.306000, 57.597000
92.500000, 1.970000, 6.800000, 0.403000, 0.652000, -0.642000, 31.757000, 44.596001, 57.879002
92.000000, 2.285000, 6.800000, 0.417000, 0.659000, -0.626000, 32.327000, 43.544998, 56.342999
91.500000, 2.602000, 6.800000, 0.417000, 0.659000, -0.626000, 32.327000, 43.544998, 56.342999
91.000000, 2.901000, 6.800000, 0.401000, 0.674000, -0.620000, 30.768999, 42.612000, 57.088001
90.500000, 3.199000, 6.800000, 0.401000, 0.674000, -0.620000, 30.768999, 42.612000, 57.088001
90.000000, 3.485000, 6.800000, 0.382000, 0.687000, -0.619000, 29.093000, 42.014000, 58.297001
89.500000, 3.763000, 6.800000, 0.382000, 0.687000, -0.619000, 29.093000, 42.014000, 58.297001
89.000000, 4.032000, 6.800000, 0.363000, 0.699000, -0.617000, 27.459000, 41.439999, 59.518002
88.500000, 4.291000, 6.800000, 0.363000, 0.699000, -0.617000, 27.459000, 41.439999, 59.518002
88.000000, 4.542000, 6.800000, 0.344000, 0.711000, -0.613000, 25.799000, 40.785999, 60.737999
87.500000, 4.784000, 6.800000, 0.344000, 0.711000, -0.613000, 25.799000, 40.785999, 60.737999
87.000000, 5.017000, 6.800000, 0.326000, 0.722000, -0.610000, 24.294001, 40.183998, 61.876999
86.500000, 5.243000, 6.800000, 0.326000, 0.722000, -0.610000, 24.294001, 40.183998, 61.876999
86.000000, 5.459000, 6.800000, 0.308000, 0.727000, -0.614000, 22.971001, 40.183998, 63.348999
85.500000, 5.669000, 6.800000, 0.291000, 0.740000, -0.606000, 21.476000, 39.316002, 64.339996
85.000000, 5.866000, 6.800000, 0.291000, 0.740000, -0.606000, 21.476000, 39.316002, 64.339996
84.500000, 6.062000, 6.800000, 0.291000, 0.740000, -0.606000, 21.476000, 39.316002, 64.339996
84.000000, 6.245000, 6.800000, 0.272000, 0.752000, -0.601000, 19.896999, 38.650002, 65.649002
83.500000, 6.426000, 6.800000, 0.272000, 0.752000, -0.601000, 19.896999, 38.650002, 65.649002
83.000000, 6.598000, 6.800000, 0.253000, 0.763000, -0.594000, 18.355000, 37.896000, 66.913002
82.500000, 6.764000, 6.800000, 0.253000, 0.763000, -0.594000, 18.355000, 37.896000, 66.913002
82.000000, 6.921000, 6.800000, 0.233000, 0.775000, -0.588000, 16.747000, 37.178001, 68.360001
81.500000, 7.072000, 6.800000, 0.233000, 0.775000, -0.588000, 16.747000, 37.178001, 68.360001
81.000000, 7.221000, 6.800000, 0.220000, 0.786000, -0.577000, 15.637000, 36.270000, 69.120003
80.500000, 7.356000, 6.800000, 0.212000, 0.787000, -0.579000, 15.067000, 36.323002, 69.889999
80.000000, 7.490000, 6.800000, 0.212000, 0.787000, -0.579000, 15.067000, 36.323002, 69.889999
79.500000, 7.617000, 6.800000, 0.194000, 0.803000, -0.563000, 13.605000, 35.056999, 70.970001
79.000000, 7.738000, 6.800000, 0.194000, 0.803000, -0.563000, 13.605000, 35.056999, 70.970001
78.500000, 7.854000, 6.800000, 0.177000, 0.817000, -0.548000, 12.219000, 33.840000, 72.099998
78.000000, 7.963000, 6.800000, 0.177000, 0.817000, -0.548000, 12.219000, 33.840000, 72.099998
77.500000, 8.071000, 6.800000, 0.177000, 0.817000, -0.548000, 12.219000, 33.840000, 72.099998
77.000000, 8.166000, 6.800000, 0.164000, 0.842000, -0.514000, 11.048000, 31.405001, 72.264999
76.500000, 8.261000, 6.800000, 0.152000, 0.844000, -0.515000, 10.198000, 31.405001, 73.583000
76.000000, 8.349000, 6.800000, 0.123000, 0.857000, -0.501000, 8.157000, 30.304001, 76.219002
75.500000, 8.432000, 6.800000, 0.152000, 0.849000, -0.506000, 10.175000, 30.813999, 73.252998
75.000000, 8.507000, 6.800000, 0.120000, 0.867000, -0.484000, 7.899000, 29.190001, 76.053001
74.500000, 8.581000, 6.800000, 0.129000, 0.871000, -0.475000, 8.448000, 28.599001, 74.761002
74.000000, 8.656000, 6.800000, 0.129000, 0.871000, -0.475000, 8.448000, 28.599001, 74.761002
73.500000, 8.719000, 6.800000, 0.099000, 0.893000, -0.440000, 6.355000, 26.224001, 77.260002
73.000000, 8.778000, 6.800000, 0.109000, 0.896000, -0.430000, 6.951000, 25.636000, 75.745003
72.500000, 8.843000, 6.800000, 0.120000, 0.895000, -0.430000, 7.622000, 25.635000, 74.418999
72.000000, 8.887000, 6.800000, 0.116000, 0.913000, -0.391000, 7.234000, 23.174000, 73.485001
71.500000, 8.943000, 6.800000, 0.080000, 0.926000, -0.369000, 4.961000, 21.718000, 77.707001
71.000000, 8.984000, 6.800000, 0.079000, 0.934000, -0.348000, 4.835000, 20.403000, 77.189003
70.500000, 9.026000, 6.800000, 0.079000, 0.934000, -0.348000, 4.835000, 20.403000, 77.189003
70.000000, 9.066000, 6.800000, 0.086000, 0.936000, -0.340000, 5.268000, 19.968000, 75.761002
69.500000, 9.097000, 6.800000, 0.054000, 0.950000, -0.308000, 3.230000, 17.940001, 80.111000
69.000000, 9.129000, 6.800000, 0.064000, 0.956000, -0.287000, 3.835000, 16.740000, 77.434998
68.500000, 9.157000, 6.800000, 0.067000, 0.956000, -0.284000, 4.035000, 16.554001, 76.651001
68.000000, 9.182000, 6.800000, 0.040000, 0.966000, -0.256000, 2.342000, 14.844000, 81.227997
