   Vs(kts)	  Hi(m)		 sigf(kPa)	 R_br(kN)	R_cl(kN)	R_bu(kN)	  R_i(kN)
 2.000000	1.000000	500.000000	67.398376	-2466.615723	1432.274414	-966.943115
 2.000000	1.100000	500.000000	75.925957	-2713.277832	1575.502197	-1061.849487
 2.000000	1.200000	500.000000	84.649796	-2959.938965	1718.729736	-1156.559448
 2.000000	1.300000	500.000000	93.557487	-3206.600830	1861.956421	-1251.086914
 2.000000	1.400000	500.000000	102.638298	-3453.261963	2005.184082	-1345.439575
 2.000000	1.500000	500.000000	111.882843	-3699.923828	2148.412109	-1439.629028
 2.000000	1.600000	500.000000	121.282852	-3946.585205	2291.638916	-1533.663452
 2.000000	1.700000	500.000000	130.830978	-4193.247070	2434.866943	-1627.548950
 2.000000	1.800000	500.000000	140.520615	-4439.908691	2578.093750	-1721.294189
 2.000000	1.900000	500.000000	150.345840	-4686.569824	2721.322021	-1814.901978
 2.000000	2.000000	500.000000	160.301254	-4933.231445	2864.548828	-1908.381226
 2.000000	2.100000	500.000000	170.381912	-5179.893066	3007.775635	-2001.735229
 2.000000	2.200000	500.000000	180.583389	-5426.555664	3151.004395	-2094.967529
 2.000000	2.300000	500.000000	190.901459	-5673.216797	3294.231934	-2188.083496
 2.000000	2.400000	500.000000	201.332321	-5919.877930	3437.459473	-2281.085938
 2.000000	2.500000	500.000000	211.872406	-6166.540039	3580.686279	-2373.981201
 2.000000	2.600000	500.000000	222.518478	-6413.201660	3723.912842	-2466.770264
 2.000000	2.700000	500.000000	233.267441	-6659.862793	3867.141113	-2559.454590
 2.000000	2.800000	500.000000	244.116425	-6906.524414	4010.368896	-2652.039063
 2.000000	2.900000	500.000000	255.062683	-7153.186523	4153.596191	-2744.528076
 2.000000	3.000000	500.000000	266.103760	-7399.847656	4296.824219	-2836.919922
 2.000000	1.000000	550.000000	74.138214	-2466.615723	1432.274414	-960.203125
 2.000000	1.100000	550.000000	83.518555	-2713.277832	1575.502197	-1054.256958
 2.000000	1.200000	550.000000	93.114792	-2959.938965	1718.729736	-1148.094482
 2.000000	1.300000	550.000000	102.913239	-3206.600830	1861.956421	-1241.731079
 2.000000	1.400000	550.000000	112.902122	-3453.261963	2005.184082	-1335.175903
 2.000000	1.500000	550.000000	123.071121	-3699.923828	2148.412109	-1428.440552
 2.000000	1.600000	550.000000	133.411118	-3946.585205	2291.638916	-1521.535034
 2.000000	1.700000	550.000000	143.914078	-4193.247070	2434.866943	-1614.465942
 2.000000	1.800000	550.000000	154.572693	-4439.908691	2578.093750	-1707.242310
 2.000000	1.900000	550.000000	165.380432	-4686.569824	2721.322021	-1799.867554
 2.000000	2.000000	550.000000	176.331375	-4933.231445	2864.548828	-1892.351196
 2.000000	2.100000	550.000000	187.420105	-5179.893066	3007.775635	-1984.697266
 2.000000	2.200000	550.000000	198.641724	-5426.555664	3151.004395	-2076.909424
 2.000000	2.300000	550.000000	209.991592	-5673.216797	3294.231934	-2168.993408
 2.000000	2.400000	550.000000	221.465530	-5919.877930	3437.459473	-2260.952881
 2.000000	2.500000	550.000000	233.059647	-6166.540039	3580.686279	-2352.794189
 2.000000	2.600000	550.000000	244.770309	-6413.201660	3723.912842	-2444.518311
 2.000000	2.700000	550.000000	256.594177	-6659.862793	3867.141113	-2536.127930
 2.000000	2.800000	550.000000	268.528046	-6906.524414	4010.368896	-2627.627441
 2.000000	2.900000	550.000000	280.568939	-7153.186523	4153.596191	-2719.021484
 2.000000	3.000000	550.000000	292.714081	-7399.847656	4296.824219	-2810.309570
 2.000000	1.000000	600.000000	80.878044	-2466.615723	1432.274414	-953.463379
 2.000000	1.100000	600.000000	91.111153	-2713.277832	1575.502197	-1046.664307
 2.000000	1.200000	600.000000	101.579765	-2959.938965	1718.729736	-1139.629517
 2.000000	1.300000	600.000000	112.268982	-3206.600830	1861.956421	-1232.375366
 2.000000	1.400000	600.000000	123.165970	-3453.261963	2005.184082	-1324.911865
 2.000000	1.500000	600.000000	134.259415	-3699.923828	2148.412109	-1417.252197
 2.000000	1.600000	600.000000	145.539429	-3946.585205	2291.638916	-1509.406738
 2.000000	1.700000	600.000000	156.997177	-4193.247070	2434.866943	-1601.382690
 2.000000	1.800000	600.000000	168.624741	-4439.908691	2578.093750	-1693.190308
 2.000000	1.900000	600.000000	180.415009	-4686.569824	2721.322021	-1784.833008
 2.000000	2.000000	600.000000	192.361496	-4933.231445	2864.548828	-1876.321289
 2.000000	2.100000	600.000000	204.458313	-5179.893066	3007.775635	-1967.658691
 2.000000	2.200000	600.000000	216.700058	-5426.555664	3151.004395	-2058.851074
 2.000000	2.300000	600.000000	229.081757	-5673.216797	3294.231934	-2149.903076
 2.000000	2.400000	600.000000	241.598770	-5919.877930	3437.459473	-2240.819580
 2.000000	2.500000	600.000000	254.246872	-6166.540039	3580.686279	-2331.606689
 2.000000	2.600000	600.000000	267.022186	-6413.201660	3723.912842	-2422.266846
 2.000000	2.700000	600.000000	279.920898	-6659.862793	3867.141113	-2512.801025
 2.000000	2.800000	600.000000	292.939728	-6906.524414	4010.368896	-2603.216064
 2.000000	2.900000	600.000000	306.075226	-7153.186523	4153.596191	-2693.515381
 2.000000	3.000000	600.000000	319.324493	-7399.847656	4296.824219	-2783.698975
 2.000000	1.000000	650.000000	87.617882	-2466.615723	1432.274414	-946.723389
 2.000000	1.100000	650.000000	98.703743	-2713.277832	1575.502197	-1039.071777
 2.000000	1.200000	650.000000	110.044746	-2959.938965	1718.729736	-1131.164551
 2.000000	1.300000	650.000000	121.624733	-3206.600830	1861.956421	-1223.019653
 2.000000	1.400000	650.000000	133.429779	-3453.261963	2005.184082	-1314.648071
 2.000000	1.500000	650.000000	145.447693	-3699.923828	2148.412109	-1406.063965
 2.000000	1.600000	650.000000	157.667709	-3946.585205	2291.638916	-1497.278442
 2.000000	1.700000	650.000000	170.080261	-4193.247070	2434.866943	-1588.299805
 2.000000	1.800000	650.000000	182.676804	-4439.908691	2578.093750	-1679.137695
 2.000000	1.900000	650.000000	195.449615	-4686.569824	2721.322021	-1769.798462
 2.000000	2.000000	650.000000	208.391632	-4933.231445	2864.548828	-1860.291260
 2.000000	2.100000	650.000000	221.496506	-5179.893066	3007.775635	-1950.620728
 2.000000	2.200000	650.000000	234.758392	-5426.555664	3151.004395	-2040.792480
 2.000000	2.300000	650.000000	248.171890	-5673.216797	3294.231934	-2130.812988
 2.000000	2.400000	650.000000	261.731995	-5919.877930	3437.459473	-2220.686523
 2.000000	2.500000	650.000000	275.434113	-6166.540039	3580.686279	-2310.419678
 2.000000	2.600000	650.000000	289.274017	-6413.201660	3723.912842	-2400.014648
 2.000000	2.700000	650.000000	303.247650	-6659.862793	3867.141113	-2489.474609
 2.000000	2.800000	650.000000	317.351379	-6906.524414	4010.368896	-2578.803955
 2.000000	2.900000	650.000000	331.581482	-7153.186523	4153.596191	-2668.009033
 2.000000	3.000000	650.000000	345.934875	-7399.847656	4296.824219	-2757.088379
 2.000000	1.000000	700.000000	94.357719	-2466.615723	1432.274414	-939.983643
 2.000000	1.100000	700.000000	106.296341	-2713.277832	1575.502197	-1031.479248
 2.000000	1.200000	700.000000	118.509735	-2959.938965	1718.729736	-1122.699463
 2.000000	1.300000	700.000000	130.980499	-3206.600830	1861.956421	-1213.663818
 2.000000	1.400000	700.000000	143.693604	-3453.261963	2005.184082	-1304.384399
 2.000000	1.500000	700.000000	156.635971	-3699.923828	2148.412109	-1394.875732
 2.000000	1.600000	700.000000	169.796005	-3946.585205	2291.638916	-1485.150269
 2.000000	1.700000	700.000000	183.163361	-4193.247070	2434.866943	-1575.216797
 2.000000	1.800000	700.000000	196.728882	-4439.908691	2578.093750	-1665.085693
 2.000000	1.900000	700.000000	210.484192	-4686.569824	2721.322021	-1754.764038
 2.000000	2.000000	700.000000	224.421753	-4933.231445	2864.548828	-1844.261230
 2.000000	2.100000	700.000000	238.534698	-5179.893066	3007.775635	-1933.582764
 2.000000	2.200000	700.000000	252.816742	-5426.555664	3151.004395	-2022.734497
