100,68.69934257
100.2,17.35967487
100.4,-1.379378509
100.6,-14.23349456
100.8,51.02720561
101,86.348901
101.2,34.72559982
101.4,31.87072992
101.6,70.50302722
101.8,60.82306796
102,46.64655875
102.2,49.93189633
102.4,29.11768474
102.6,36.92994259
102.8,-16.00199803
103,53.90303074
103.2,46.26721003
103.4,24.75710768
103.6,11.29151208
103.8,32.86542459
104,85.0364542
104.2,25.03531052
104.4,46.38945872
104.6,18.48340654
104.8,10.88450836
105,31.34017888
105.2,22.48390779
105.4,32.5975518
105.6,39.98542194
105.8,39.98937687
106,25.89441598
106.2,48.27153365
106.4,52.89585148
106.6,18.95740797
106.8,28.08131573
107,100.5648119
107.2,30.32948741
107.4,33.85108784
107.6,46.27739251
107.8,28.7186204
108,54.20818023
108.2,63.58632513
108.4,23.14715562
108.6,48.84272604
108.8,72.51561487
109,-1.614077101
109.2,66.83562561
109.4,54.70183826
109.6,53.55909931
109.8,48.89505509
110,64.89700107
110.2,55.52605769
110.4,45.54047671
110.6,70.14909041
110.8,36.36376766
111,53.53655031
111.2,52.64255881
111.4,16.17236917
111.6,51.05958292
111.8,61.41707499
112,54.14882675
112.2,33.04558055
112.4,44.32100029
112.6,33.03731651
112.8,24.05962314
113,70.94946219
113.2,62.98446727
113.4,51.49052283
113.6,60.18650116
113.8,5.060665856
114,49.01234535
114.2,67.75682939
114.4,27.62537712
114.6,98.38641234
114.8,110.314012
115,62.35758119
115.2,43.149898
115.4,35.05689908
115.6,28.68340971
115.8,117.8772568
116,24.78573666
116.2,47.89005989
116.4,37.93983718
116.6,57.78892754
116.8,46.06784019
117,73.20755071
117.2,22.49400172
117.4,46.85307108
117.6,11.15663122
117.8,76.68234128
118,35.23336574
118.2,56.26769579
118.4,47.37432509
118.6,30.16208167
118.8,17.61828014
119,36.15247399
119.2,83.37125116
119.4,34.94114356
119.6,16.07066251
119.8,30.15777257
120,25.3752575
120.2,23.59618786
120.4,3.447408179
120.6,45.35235185
120.8,5.88848604
121,33.09315778
121.2,64.90319909
121.4,34.78462864
121.6,60.69639211
121.8,25.62621853
122,38.78672367
122.2,58.74850005
122.4,-24.54181562
122.6,36.83570308
122.8,49.49815255
123,76.13366839
123.2,73.30896223
123.4,66.91218599
123.6,58.64939066
123.8,77.46565374
124,53.44198613
124.2,17.93839343
124.4,95.45693002
124.6,5.020349171
124.8,60.94478539
125,70.49913132
125.2,73.95095968
125.4,66.20809021
125.6,58.09026967
125.8,-4.151253883
126,89.76253772
126.2,48.30476688
126.4,30.83347548
126.6,52.67139439
126.8,71.24413407
127,72.39259881
127.2,5.660398676
127.4,11.32138066
127.6,50.44096088
127.8,108.6810387
128,24.77381284
128.2,78.0675116
128.4,55.50728652
128.6,86.62598229
128.8,21.03398286
129,31.86234783
129.2,68.41057358
129.4,82.5971472
129.6,46.04750476
129.8,58.33104823
130,11.3474714
130.2,38.01563018
130.4,22.08280695
130.6,48.92645842
130.8,54.56813798
131,-6.991366574
131.2,92.44598792
131.4,-13.08148809
131.6,64.65386135
131.8,38.24100222
132,28.88121529
132.2,-10.72789094
132.4,51.24761923
132.6,30.44727942
132.8,50.55438476
133,50.70231098
133.2,33.89007637
133.4,96.32937599
133.6,-22.7803956
133.8,31.22176707
134,25.16074676
134.2,31.12011944
134.4,65.02096159
134.6,13.64386962
134.8,72.46042292
135,31.21967154
135.2,78.02217746
135.4,51.77368408
135.6,43.39557595
135.8,67.59863215
136,70.72515268
136.2,17.247284
136.4,77.27475453
136.6,61.3017917
136.8,27.09287813
137,71.5794768
137.2,68.11472113
137.4,-10.82540655
137.6,3.154034939
137.8,30.26730055
138,40.02514834
138.2,85.13208089
138.4,116.7665705
138.6,50.77748419
138.8,47.74741675
139,53.10558088
139.2,91.37189949
139.4,-27.30625336
139.6,33.39252244
139.8,64.21297509
140,18.75794958
140.2,23.38710778
140.4,35.90658944
140.6,46.86537859
140.8,35.11979429
141,26.44223295
141.2,21.25407182
141.4,39.76491978
141.6,57.95550687
141.8,50.39822401
142,-16.76653932
142.2,76.34398808
142.4,14.77037564
142.6,21.6747112
142.8,6.566313991
143,23.53972679
143.2,1.846074325
143.4,50.90652119
143.6,47.40313115
143.8,61.46934501
144,10.94524902
144.2,86.43425668
144.4,67.36995449
144.6,57.08816689
144.8,57.03701842
145,23.62561373
145.2,6.142428028
145.4,-0.192899208
145.6,26.1101368
145.8,6.49630581
146,-9.096334329
146.2,12.70141547
146.4,53.0519532
146.6,-11.63339305
146.8,56.56266281
147,4.627748483
147.2,15.84729745
147.4,20.93130223
147.6,32.4789629
147.8,51.39716875
148,-39.02418266
148.2,50.67226531
148.4,39.99734576
148.6,54.90070636
148.8,91.56315287
149,42.26479035
149.2,-10.82540655
149.4,-30.21802704
149.6,32.35391034
149.8,51.62106507
150,-7.964397658
150.2,30.35522398
150.4,29.75678979
150.6,40.29325724
150.8,22.3346239
151,-14.64244623
151.2,16.56662266
151.4,17.93839343
151.6,26.02675859
151.8,16.26764168
152,55.26833785
152.2,63.98158211
152.4,71.1241875
152.6,39.09308325
152.8,11.37356214
153,73.99204374
153.2,55.25434802
153.4,38.79466305
153.6,31.89800124
153.8,30.07820172
154,33.26050448
154.2,93.5210208
154.4,49.74961533
154.6,-1.643709569
154.8,9.260448408
155,4.9698205
155.2,-13.60920575
155.4,20.59480843
155.6,39.46089184
155.8,81.83048087
156,56.21752129
156.2,51.88734408
156.4,9.769867133
156.6,104.7813587
156.8,2.804702377
157,9.853688058
157.2,35.54713344
157.4,60.41511978
157.6,47.49164487
157.8,66.91555063
158,25.67063772
158.2,-8.720438797
158.4,42.25484399
158.6,46.64041976
158.8,79.22660153
159,12.05581725
159.2,68.92636741
159.4,15.06693644
159.6,63.98158211
159.8,54.50376705
160,37.5704053
160.2,45.79577636
160.4,55.7120575
160.6,28.08131573
160.8,25.37761865
161,23.06268538
161.2,76.77182898
161.4,16.04899893
161.6,12.93257233
161.8,-23.96474986
162,51.2238011
162.2,60.44180081
162.4,24.94753466
162.6,37.44848127
162.8,58.68241729
163,27.08608981
163.2,66.9556312
163.4,42.02796672
163.6,44.22062178
163.8,61.718181
164,87.80065582
164.2,49.54245368
164.4,2.436716707
164.6,72.55823368
164.8,14.34873277
165,32.4810289
165.2,44.95069024
165.4,19.13886256
165.6,69.1628959
165.8,8.772162001
166,32.69111248
166.2,108.7443176
166.4,-11.79820152
166.6,33.78541827
166.8,21.71600186
167,29.31841225
167.2,18.2121691
167.4,52.91589177
167.6,67.51646403
167.8,33.02489095
168,31.35709064
168.2,7.392540398
168.4,12.73653762
168.6,98.33871705
168.8,65.15477993
169,65.76071078
169.2,57.83113314
169.4,11.9580065
169.6,29.20286333
169.8,80.67800217
170,19.2583369
170.2,47.77840688
170.4,68.09022417
170.6,-15.48419722
170.8,43.68157059
171,28.15693165
171.2,17.97599479
171.4,51.08762161
171.6,45.91345031
171.8,44.09624806
172,60.18118856
172.2,3.342809108
172.4,51.18271704
172.6,66.7227625
172.8,64.4858063
173,61.34287576
173.2,18.7325967
173.4,38.62746391
173.6,27.81134742
173.8,63.95466497
174,59.07309954
174.2,35.32657225
174.4,66.2828207
174.6,23.56183309
174.8,78.22110459
175,65.17042257
175.2,68.23401837
175.4,51.38630744
175.6,61.47760904
175.8,49.24120009
176,31.28100249
176.2,10.52035956
176.4,30.20717969
176.6,44.53999722
176.8,42.68708253
177,38.15526286
177.2,41.93048062
177.4,12.64150121
177.6,32.5164462
177.8,37.17234445
178,16.2369467
178.2,66.0882617
178.4,72.39684888
178.6,35.51882912
178.8,63.0162838
179,-8.021065326
179.2,59.25322598
179.4,25.22922019
179.6,26.55931662
179.8,83.76509145
180,20.12293204
180.2,13.29247105
180.4,34.75611772
180.6,23.1421972
180.8,73.51774717
181,58.58856146
181.2,34.97771191
181.4,30.32520782
181.6,39.39531082
181.8,63.98459258
182,40.21581143
182.2,19.78640873
182.4,77.18821828
182.6,31.81196673
182.8,30.7909157
183,58.8376926
183.2,75.48671252
183.4,40.21976636
183.6,54.25162544
183.8,39.23029575
184,48.22584534
184.2,26.81768576
184.4,83.44928726
184.6,39.57812307
184.8,14.6859054
185,43.78566792
185.2,71.91588205
185.4,48.28192272
185.6,76.11330345
185.8,77.33460976
186,47.16468423
186.2,60.41246348
186.4,13.24436256
186.6,18.99376972
186.8,38.16922318
187,12.01603183
187.2,-14.51093002
187.4,34.88627627
187.6,35.16849306
187.8,31.62487488
188,39.58609197
188.2,19.53441469
188.4,32.53309232
188.6,45.71871423
188.8,14.00707396
189,40.20191014
189.2,-14.39924749
189.4,7.022429691
189.6,44.18048219
189.8,50.81402303
190,54.54514625
190.2,56.58190621
190.4,86.92797374
190.6,25.9640995
190.8,77.35090171
191,55.14936527
191.2,17.95864032
191.4,71.32045833
191.6,69.47586671
191.8,82.9037429
192,40.00924007
192.2,27.39817519
192.4,47.50814342
192.6,56.81849372
192.8,-37.63393587
193,43.49353428
193.2,39.76294231
193.4,47.90455147
193.6,65.33641161
193.8,45.37056224
194,13.64050498
194.2,39.82055444
194.4,27.01797055
194.6,60.80146341
194.8,69.02435526
195,55.43220186
195.2,31.07773674
195.4,68.12871096
195.6,42.16526775
195.8,23.18434378
196,53.74436127
196.2,41.50895581
196.4,-0.390409643
196.6,45.4251639
196.8,49.10466643
197,-9.972085916
197.2,40.9387374
197.4,41.57654381
197.6,23.15211404
197.8,70.74079531
198,48.78000791
198.2,50.28722031
198.4,70.44110599
198.6,43.88179635
198.8,19.18059594
199,33.10142181
199.2,29.20067927
199.4,59.26612378
199.6,86.84934735
199.8,40.48988224
200,11.35868688
200.2,9.11264024
200.4,21.49617853
200.6,7.791102997
200.8,-11.44119521
201,41.18305769
201.2,25.16310791
201.4,72.41804023
201.6,101.6580257
201.8,29.45763172
202,39.08115943
202.2,52.50307371
202.4,19.36907497
202.6,53.06313916
202.8,17.40394649
203,89.47636599
203.2,98.99983985
203.4,50.82476627
203.6,42.43603295
203.8,52.00121067
204,23.67215795
204.2,-9.609885071
204.4,81.06452289
204.6,48.32764054
204.8,46.87562009
205,27.35756336
205.2,54.13058684
205.4,4.64840857
205.6,30.37662192
205.8,39.41715148
206,24.51072138
206.2,73.76478278
206.4,69.12635706
206.6,36.45425884
206.8,53.48247991
207,32.2704731
207.2,33.6662686
207.4,33.78338178
207.6,67.91254742
207.8,50.13592945
208,51.30608728
208.2,30.35306942
208.4,70.89019726
208.6,47.96042225
208.8,49.25380274
209,62.64794396
209.2,35.91668337
209.4,14.48349557
209.6,44.50986301
209.8,67.17037805
