     SPEED            =  2.000  Knots 
     BREADTH          =   50.000
     FRICTIONAL COEFF.=    0.500E-01
THE NUMBER OF FRAMES =  497
     X_COOR(I)        Y(I)    Z_COOR(I)    X_NORM(I)    Y_NORM(I)    Z_NORM(I)     ALPHA(I)      BETA(I)     GAMMA(I)
     106.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
     105.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
     105.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
     104.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
     104.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
     103.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
     103.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
     102.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
     102.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
     101.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
     101.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
     100.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
     100.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      99.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      99.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      98.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      98.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      97.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      97.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      96.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      96.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      95.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      95.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      94.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      94.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      93.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      93.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      92.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      92.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      91.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      91.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      90.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      90.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      89.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      89.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      88.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      88.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      87.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      87.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      86.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      86.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      85.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      85.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      84.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      84.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      83.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      83.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      82.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      82.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      81.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      81.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      80.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      80.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      79.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      79.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      78.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      78.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      77.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      77.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      76.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      76.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      75.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      75.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      74.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      74.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      73.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      73.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      72.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      72.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      71.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      71.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      70.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      70.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      69.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      69.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      68.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      68.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      67.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      67.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      66.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      66.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      65.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      65.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      64.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      64.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      63.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      63.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      62.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      62.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      61.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      61.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      60.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      60.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      59.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      59.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      58.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      58.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      57.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      57.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      56.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      56.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      55.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      55.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      54.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      54.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      53.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      53.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      52.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      52.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      51.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      51.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      50.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      50.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      49.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      49.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      48.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      48.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      47.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      47.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      46.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      46.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      45.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      45.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      44.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      44.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      43.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      43.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      42.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      42.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      41.5000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0000       0.0000       0.0000
      41.0000      25.0000      22.0000       0.0000       1.0000       0.0000       0.0170       0.0000       1.1180
      40.5000      25.0000      22.0000       0.0010       1.0000       0.0000       0.0410       0.0000       0.2930
      40.0000      25.0010      22.0000       0.0010       1.0000      -0.0000       0.0480       0.0000       0.0350
      39.5000      25.0010      22.0000       0.0010       1.0000      -0.0000       0.0410       0.0000       0.4720
      39.0000      25.0010      22.0000       0.0000       1.0000      -0.0000       0.0190       0.0010       2.0720
      38.5000      25.0010      22.0000      -0.0000       1.0000      -0.0000       0.0180       0.0010       3.2830
      38.0000      25.0010      22.0000      -0.0010       1.0000      -0.0000       0.0710       0.0010       1.1100
      37.5000      25.0000      22.0000      -0.0020       1.0000      -0.0000       0.1390       0.0020       0.6760
      37.0000      24.9980      22.0000      -0.0040       1.0000      -0.0000       0.2220       0.0020       0.4670
      36.5000      24.9960      22.0000      -0.0060       1.0000      -0.0000       0.3220       0.0020       0.3350
      36.0000      24.9930      22.0000      -0.0080       1.0000      -0.0000       0.4380       0.0020       0.2400
      35.5000      24.9880      22.0000      -0.0100       1.0000      -0.0000       0.5690       0.0020       0.1690
      35.0000      24.9830      22.0000      -0.0120       1.0000      -0.0000       0.7070       0.0020       0.1220
      34.5000      24.9760      22.0000      -0.0150       1.0000      -0.0000       0.8490       0.0010       0.0900
      34.0000      24.9680      22.0000      -0.0170       1.0000      -0.0000       0.9960       0.0010       0.0660
      33.5000      24.9590      22.0000      -0.0200       1.0000      -0.0000       1.1490       0.0010       0.0490
      33.0000      24.9480      22.0000      -0.0230       1.0000      -0.0000       1.3060       0.0010       0.0350
      32.5000      24.9360      22.0000      -0.0260       1.0000      -0.0000       1.4680       0.0010       0.0250
      32.0000      24.9220      22.0000      -0.0290       1.0000      -0.0000       1.6360       0.0010       0.0180
      31.5000      24.9070      22.0000      -0.0320       1.0000      -0.0000       1.8080       0.0000       0.0130
      31.0000      24.8910      22.0000      -0.0350       0.9990      -0.0000       1.9860       0.0000       0.0090
      30.5000      24.8730      22.0000      -0.0380       0.9990      -0.0000       2.1680       0.0000       0.0070
      30.0000      24.8530      22.0000      -0.0410       0.9990      -0.0000       2.3550       0.0000       0.0060
      29.5000      24.8310      22.0000      -0.0440       0.9990      -0.0000       2.5480       0.0000       0.0060
      29.0000      24.8080      22.0000      -0.0480       0.9990      -0.0000       2.7450       0.0000       0.0070
      28.5000      24.7830      22.0000      -0.0510       0.9990      -0.0000       2.9470       0.0000       0.0090
      28.0000      24.7570      22.0000      -0.0550       0.9980      -0.0000       3.1540       0.0010       0.0110
      27.5000      24.6730      22.0000      -0.2040       0.8860      -0.4170      12.9390      25.2070      63.9840
      27.0000      24.5560      22.0000      -0.2110       0.8820      -0.4220      13.4800      25.5560      63.3760
      26.5000      24.4330      22.0000      -0.2190       0.8780      -0.4270      14.0020      25.9280      62.8460
      26.0000      24.3060      22.0000      -0.2260       0.8730      -0.4320      14.5250      26.3330      62.3710
      25.5000      24.1740      22.0000      -0.2330       0.8680      -0.4380      15.0380      26.7690      61.9610
      25.0000      24.0380      22.0000      -0.2400       0.8630      -0.4440      15.5400      27.2300      61.6140
      24.5000      23.8960      22.0000      -0.2460       0.8580      -0.4510      16.0280      27.7130      61.3260
      24.0000      23.7500      22.0000      -0.2530       0.8530      -0.4570      16.5010      28.2130      61.0940
      23.5000      23.6000      22.0000      -0.2590       0.8470      -0.4640      16.9880      28.7310      60.8700
      23.0000      23.4450      22.0000      -0.2650       0.8410      -0.4710      17.5050      29.2690      60.6320
      22.5000      23.2840      22.0000      -0.2720       0.8350      -0.4790      18.0480      29.8210      60.3830
      22.0000      23.1190      22.0000      -0.2790       0.8280      -0.4860      18.6120      30.3810      60.1250
      21.5000      22.9480      22.0000      -0.2860       0.8220      -0.4930      19.1940      30.9430      59.8570
      21.0000      22.7670      22.0000      -0.2940       0.8160      -0.4970      19.8270      31.3590      59.3900
      20.5000      22.5840      22.0000      -0.3010       0.8100      -0.5030      20.3960      31.8220      59.0710
      20.0000      22.3950      22.0000      -0.3080       0.8040      -0.5080      20.9870      32.3080      58.7580
      19.5000      22.2000      22.0000      -0.3160       0.7970      -0.5140      21.6040      32.8210      58.4500
      19.0000      21.9990      22.0000      -0.3230       0.7900      -0.5200      22.2480      33.3600      58.1460
      18.5000      21.7910      22.0000      -0.3310       0.7830      -0.5270      22.9160      33.9220      57.8460
      18.0000      21.5760      22.0000      -0.3390       0.7750      -0.5330      23.6190      34.5100      57.5440
      17.5000      21.3540      22.0000      -0.3470       0.7670      -0.5390      24.3290      35.1140      57.2590
      17.0000      21.1240      22.0000      -0.3550       0.7590      -0.5460      25.0560      35.7410      56.9920
      16.5000      20.8880      22.0000      -0.3610       0.7510      -0.5530      25.7070      36.4020      56.8580
      16.0000      20.6430      22.0000      -0.3690       0.7420      -0.5590      26.4600      36.9990      56.5550
      15.5000      20.3900      22.0000      -0.3780       0.7340      -0.5650      27.2370      37.5940      56.2350
      15.0000      20.1280      22.0000      -0.3860       0.7250      -0.5700      28.0370      38.1810      55.8940
      14.5000      19.8580      22.0000      -0.3950       0.7160      -0.5750      28.8640      38.7580      55.5270
      14.0000      19.5770      22.0000      -0.4040       0.7080      -0.5800      29.7180      39.3190      55.1270
      13.5000      19.2870      22.0000      -0.4130       0.6990      -0.5840      30.6000      39.8610      54.6910
      13.0000      18.9850      22.0000      -0.4230       0.6900      -0.5870      31.5130      40.3790      54.2110
      12.5000      18.6730      22.0000      -0.4330       0.6810      -0.5900      32.4600      40.8800      53.6900
      12.0000      18.3490      22.0000      -0.4440       0.6720      -0.5920      33.4390      41.3890      53.1560
      11.5000      18.0130      22.0000      -0.4550       0.6630      -0.5950      34.4500      41.9040      52.6030
      11.0000      17.6630      22.0000      -0.4660       0.6530      -0.5970      35.4980      42.4160      52.0220
      10.5000      17.2990      22.0000      -0.4780       0.6430      -0.5980      36.5860      42.9170      51.3990
      10.0000      16.9200      22.0000      -0.4900       0.6330      -0.5990      37.7180      43.4020      50.7240
       9.5000      16.5250      22.0000      -0.5030       0.6230      -0.5990      38.8910      43.8840      50.0140
       9.0000      16.1130      22.0000      -0.5160       0.6120      -0.5990      40.1100      44.3690      49.2670
       8.5000      15.6820      22.0000      -0.5300       0.6010      -0.5980      41.3900      44.8500      48.4610
       8.0000      15.2310      22.0000      -0.5450       0.5900      -0.5960      42.7280      45.3230      47.5940
       7.5000      14.7580      22.0000      -0.5610       0.5770      -0.5940      44.1480      45.7930      46.6440
       7.0000      14.2600      22.0000      -0.5780       0.5640      -0.5900      45.6630      46.2630      45.6010
       6.5000      13.7340      22.0000      -0.5960       0.5500      -0.5850      47.2660      46.7330      44.4650
       6.0000      13.1760      22.0000      -0.6150       0.5360      -0.5790      48.9520      47.2060      43.2440
       5.5000      12.5840      22.0000      -0.6360       0.5200      -0.5710      50.7340      47.6910      41.9290
       5.0000      11.9510      22.0000      -0.6570       0.5020      -0.5620      52.6240      48.2030      40.5120
       4.5000      11.2730      22.0000      -0.6800       0.4840      -0.5510      54.5950      48.7240      38.9990
       4.0000      10.5410      22.0000      -0.7040       0.4630      -0.5380      56.6770      49.2710      37.3640
       3.5000       9.7480      22.0000      -0.7300       0.4400      -0.5220      58.8960      49.8640      35.5860
       3.0000       8.8790      22.0000      -0.7580       0.4150      -0.5040      61.3000      50.5490      33.6370
       2.5000       7.9140      22.0000      -0.7870       0.3850      -0.4820      63.9230      51.3950      31.5060
       2.0000       6.8230      22.0000      -0.8180       0.3500      -0.4560      66.8290      52.4510      29.1090
       1.5000       5.5520      22.0000      -0.8580       0.3080      -0.4120      70.2150      53.1540      25.6440
       1.0000       3.9810      22.0000      -0.9010       0.2540      -0.3530      74.2560      54.2420      21.3800
       0.5000       1.7720      22.0000      -0.9490       0.1620      -0.2710      80.3270      59.2080      15.9620
           1   75.3978271       38.8240013    
           2   57.3941994       30.2880020    
           3   48.2794533       29.9050026    
           4   43.1596909       30.6229992    
           5   40.2226334       31.3630009    
           6   38.3229561       31.8770008    
           7   37.3729782       32.1399994    
           8   36.6846237       32.4239998    
           9   36.6138878       32.9249992    
          10   36.4813881       33.3380013    
          11   36.2433624       33.5880013    
          12   36.0498695       33.7169991    
          13   35.9028015       33.8699989    
          14   35.7057495       33.9819984    
          15   35.6065750       34.0629997    
          16   35.5069580       34.1209984    
          17   35.4069023       34.1650009    
          18   35.3064003       34.2050018    
          19   35.0565987       34.2379990    
          20   35.0565987       34.2709999    
          21   34.9548225       34.3009987    
          22   34.8525887       34.3320007    
          23   34.7498894       34.3580017    
          24   34.6467247       34.4609985    
          25   34.5430870       34.4720001    
          26   34.3915253       34.4580002    
          27   34.3915253       34.4360008    
          28   34.2391853       34.4129982    
          29   34.3436241       34.3839989    
          30   34.1908798       34.3460007    
          31   34.0373421       34.3040009    
          32   33.9881630       34.2550011    
          33   33.9881630       34.1959991    
          34   33.9385338       34.1349983    
          35   33.7833633       34.0740013    
          36   33.7328415       34.0120010    
          37   33.5764084       33.9440002    
          38   33.5249863       33.8709984    
          39   33.4730835       33.7919998    
          40   33.4206886       33.7099991    
          41   33.3678131       33.6259995    
          42   33.0489464       33.5410004    
          43   32.9946976       33.4529991    
          44   32.9399452       33.3629990    
          45   32.8846931       33.2719994    
          46   32.6663437       33.1800003    
          47   32.6096153       33.0839996    
          48   32.5523682       32.9850006    
          49   32.3296700       32.8820000    
          50   32.2709122       32.7739983    
          51   32.0447464       32.6580009    
          52   31.9235897       32.5309982    
          53   31.8622131       32.3919983    
          54   31.7378292       32.2410011    
          55   31.6112518       32.0769997    
          56   31.3099003       31.8999977    
          57   31.1777878       31.7119999    
          58   31.0433960       31.5139999    
          59   30.7296486       31.3080025    
          60   30.6972179       31.0930004    
          61   30.4824028       30.8659992    
          62   30.1542702       30.6289997    
          63   29.9283581       30.3819981    
          64   29.6967087       30.1240025    
          65   29.5672588       29.8530006    
          66   29.3239098       29.5669994    
          67   28.9899216       29.2660007    
          68   28.6447277       28.9489975    
          69   28.4864368       28.6149998    
          70   28.1210194       28.2639999    
          71   27.8515568       27.8950005    
          72   27.3619156       27.5079994    
          73   27.0638618       27.1040001    
          74   26.6451607       26.6830006    
          75   26.3160915       26.2439995    
          76   25.8570518       25.7880001    
          77   25.4824562       25.3150005    
          78   24.9744644       24.8269997    
          79   24.5484829       24.3239994    
          80   24.0946884       23.8069992    
          81   23.7196026       23.2759991    
          82   23.3130875       22.7329998    
          83   22.7664375       22.1770000    
          84   22.1285648       21.5720005    
          85   21.7166729       20.9890003    
          86   20.8677635       20.3929996    
          87   20.3633099       19.7859993    
          88   19.9181919       19.1700001    
          89   19.3136787       18.5450001    
          90   18.7594681       17.9120007    
          91   18.0362206       17.2740002    
          92   17.3509521       16.6299992    
          93   16.6961117       15.9829988    
          94   16.2384968       15.3330011    
          95   15.3122520       14.6820002    
          96   14.8142157       14.0319996    
          97   14.1291323       13.3870001    
          98   13.3524075       12.7480001    
          99   12.5767984       12.1180000    
         100   12.1036253       11.4989996    
         101   11.5492363       10.8929996    
         102   10.9014158       10.3020000    
         103   10.0328760       9.72900009    
         104   9.81475830       9.17500019    
         105   8.70147705       8.64400005    
         106   8.06642818       8.13599968    
         107   8.15617657       7.65100002    
         108   7.35636711       7.18800020    
         109   6.38914633       6.74399996    
         110   6.18405628       6.31799984    
         111   5.91662169       5.90799999    
         112   5.57791042       5.51100016    
         113   5.15388870       5.12699986    
         114   4.50241232       4.75099993    
         115   3.80817175       4.38399982    
         116   4.50097656       4.02299976    
         117   3.52792120       3.66599989    
         118   4.15397644       3.31299996    
         119   2.91275525       2.96499991    
         120   3.51379633       2.62199998    
         121   1.61858296       2.28500009    
         122   2.35276723       1.95299995    
         123   2.82466125       1.62600005    
         124   3.10702682       1.30499995    
         125   0.00000000      0.990000010    
         126   0.00000000      0.680999994    
         127   0.00000000      0.377000004    
         128   0.00000000       7.99999982E-02
         129   0.00000000       0.00000000    
         130   0.00000000       0.00000000    
         131   0.00000000       0.00000000    
         132   0.00000000       0.00000000    
         133   0.00000000       0.00000000    
         134   0.00000000       0.00000000    
         135   0.00000000       0.00000000    
         136   0.00000000       0.00000000    
         137   0.00000000       0.00000000    
         138   0.00000000       0.00000000    
         139   0.00000000       0.00000000    
         140   0.00000000       0.00000000    
         141   0.00000000       0.00000000    
         142   0.00000000       0.00000000    
         143   0.00000000       0.00000000    
         144   0.00000000       0.00000000    
         145   0.00000000       0.00000000    
         146   0.00000000       0.00000000    
         147   0.00000000       0.00000000    
         148   0.00000000       0.00000000    
         149   0.00000000       0.00000000    
         150   0.00000000       0.00000000    
         151   0.00000000       0.00000000    
         152   0.00000000       0.00000000    
         153   0.00000000       0.00000000    
         154   0.00000000       0.00000000    
         155   0.00000000       0.00000000    
         156   0.00000000       0.00000000    
         157   0.00000000       0.00000000    
         158   0.00000000       0.00000000    
         159   0.00000000       0.00000000    
         160   0.00000000       0.00000000    
         161   0.00000000       0.00000000    
         162   0.00000000       0.00000000    
         163   0.00000000       0.00000000    
         164   0.00000000       0.00000000    
         165   0.00000000       0.00000000    
         166   0.00000000       0.00000000    
         167   0.00000000       0.00000000    
         168   0.00000000       0.00000000    
         169   0.00000000       0.00000000    
         170   0.00000000       0.00000000    
         171   0.00000000       0.00000000    
         172   0.00000000       0.00000000    
         173   0.00000000       0.00000000    
         174   0.00000000       0.00000000    
         175   0.00000000       0.00000000    
         176   0.00000000       0.00000000    
         177   0.00000000       0.00000000    
         178   0.00000000       0.00000000    
         179   0.00000000       0.00000000    
         180   0.00000000       0.00000000    
         181   0.00000000       0.00000000    
         182   0.00000000       0.00000000    
         183   0.00000000       0.00000000    
         184   0.00000000       0.00000000    
         185   0.00000000       0.00000000    
         186   0.00000000       0.00000000    
         187   0.00000000       0.00000000    
         188   0.00000000       0.00000000    
         189   0.00000000       0.00000000    
         190   0.00000000       0.00000000    
         191   0.00000000       0.00000000    
         192   0.00000000       0.00000000    
         193   0.00000000       0.00000000    
         194   0.00000000       0.00000000    
         195   0.00000000       0.00000000    
         196   0.00000000       0.00000000    
         197   0.00000000       0.00000000    
         198   0.00000000       0.00000000    
         199   0.00000000       0.00000000    
         200   0.00000000       0.00000000    
         201   0.00000000       0.00000000    
         202   0.00000000       0.00000000    
         203   0.00000000       0.00000000    
         204   0.00000000       0.00000000    
         205   0.00000000       0.00000000    
         206   0.00000000       0.00000000    
         207   0.00000000       0.00000000    
         208   0.00000000       0.00000000    
         209   0.00000000       0.00000000    
         210   0.00000000       0.00000000    
         211   0.00000000       0.00000000    
         212   0.00000000       0.00000000    
         213   0.00000000       0.00000000    
         214   0.00000000       0.00000000    
         215   0.00000000       0.00000000    
         216   0.00000000       0.00000000    
         217   0.00000000       0.00000000    
         218   0.00000000       0.00000000    
         219   0.00000000       0.00000000    
         220   0.00000000       0.00000000    
         221   0.00000000       0.00000000    
         222   0.00000000       0.00000000    
         223   0.00000000       0.00000000    
         224   0.00000000       0.00000000    
         225   0.00000000       0.00000000    
         226   0.00000000       0.00000000    
         227   0.00000000       0.00000000    
         228   0.00000000       0.00000000    
         229   0.00000000       0.00000000    
         230   0.00000000       0.00000000    
         231   0.00000000       0.00000000    
         232   0.00000000       0.00000000    
         233   0.00000000       0.00000000    
         234   0.00000000       0.00000000    
         235   0.00000000       0.00000000    
         236   0.00000000       0.00000000    
         237   0.00000000       0.00000000    
         238   0.00000000       0.00000000    
         239   0.00000000       0.00000000    
         240   0.00000000       0.00000000    
         241   0.00000000       0.00000000    
         242   0.00000000       0.00000000    
         243   0.00000000       0.00000000    
         244   0.00000000       0.00000000    
         245   0.00000000       0.00000000    
         246   0.00000000       0.00000000    
